name,year,highest_degree_offered,offers_bachelors_degree,offers_masters_degree,offers_doctors_degree_research_scholarship,offers_doctors_degree_professional_practice,applicants_total,admissions_total,enrolled_total,estimated_enrollment_total,tuition_and_fees_2013_14,total_price_for_in_state_students_living_on_campus_2013_14,total_price_for_out_of_state_students_living_on_campus_2013_14,state_abbreviation,control_of_institution,total_enrollment,full_time_enrollment,part_time_enrollment,undergraduate_enrollment,graduate_enrollment,full_time_undergraduate_enrollment,part_time_undergraduate_enrollment,percent_of_total_enrollment_that_are_women,percent_of_undergraduate_enrollment_that_are_women,percent_of_graduate_enrollment_that_are_women,graduation_rate_bachelor_degree_within_4_years_total,graduation_rate_bachelor_degree_within_5_years_total,graduation_rate_bachelor_degree_within_6_years_total
Davis & Elkins College,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,1022.0,586.0,269.0,874.0,24992.0,36442.0,36442.0,West Virginia,Private not-for-profit,874.0,847.0,27.0,874.0,,847.0,27.0,54.0,54.0,,22.0,35.0,38.0
Fairmont State University,2013,Master's degree,Yes,Yes,Implied no,Implied no,2799.0,1861.0,757.0,4509.0,5824.0,17310.0,23774.0,West Virginia,Public,4232.0,3541.0,691.0,3966.0,266.0,3435.0,531.0,56.0,55.0,70.0,14.0,30.0,34.0
Glenville State College,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,1198.0,892.0,315.0,1850.0,6384.0,21300.0,29316.0,West Virginia,Public,1850.0,1114.0,736.0,1850.0,,1114.0,736.0,43.0,43.0,,13.0,25.0,30.0
Marshall University,2013,Doctor's degree - research/scholarship and professional practice,Yes,Yes,Yes,Yes,2866.0,2255.0,1858.0,13554.0,6216.0,18916.0,27146.0,West Virginia,Public,13407.0,9949.0,3458.0,9756.0,3651.0,8268.0,1488.0,59.0,56.0,64.0,23.0,40.0,45.0
Ohio Valley University,2013,Master's degree,Yes,Yes,Implied no,Implied no,904.0,329.0,91.0,459.0,18750.0,28850.0,28850.0,West Virginia,Private not-for-profit,451.0,383.0,68.0,410.0,41.0,372.0,38.0,47.0,46.0,54.0,22.0,40.0,40.0
West Virginia University at Parkersburg,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,,,,3462.0,2712.0,,,West Virginia,Public,3461.0,2128.0,1333.0,3461.0,,2128.0,1333.0,61.0,61.0,,7.0,19.0,29.0
Shepherd University,2013,Master's degree,Yes,Yes,Implied no,Implied no,2023.0,1639.0,756.0,4083.0,6256.0,19311.0,28895.0,West Virginia,Public,4221.0,3371.0,850.0,3990.0,231.0,3289.0,701.0,58.0,57.0,67.0,18.0,34.0,38.0
West Virginia State University,2013,Master's degree,Yes,Yes,Implied no,Implied no,2202.0,986.0,418.0,2677.0,5932.0,18141.0,26073.0,West Virginia,Public,2677.0,1922.0,755.0,2622.0,55.0,1889.0,733.0,55.0,55.0,56.0,4.0,12.0,17.0
West Liberty University,2013,Master's degree,Yes,Yes,Implied no,Implied no,2175.0,1549.0,501.0,2776.0,6226.0,20026.0,27340.0,West Virginia,Public,2776.0,2269.0,507.0,2660.0,116.0,2200.0,460.0,60.0,60.0,66.0,22.0,37.0,41.0
West Virginia University Institute of Technology,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,1033.0,530.0,199.0,1222.0,5808.0,17673.0,26481.0,West Virginia,Public,1222.0,967.0,255.0,1222.0,,967.0,255.0,38.0,38.0,,4.0,16.0,20.0
West Virginia Wesleyan College,2013,Master's degree,Yes,Yes,Implied no,Implied no,1762.0,1356.0,471.0,1469.0,26794.0,40534.0,40534.0,West Virginia,Private not-for-profit,1469.0,1433.0,36.0,1367.0,102.0,1345.0,22.0,54.0,53.0,66.0,43.0,58.0,60.0
West Virginia University,2013,Doctor's degree - research/scholarship and professional practice,Yes,Yes,Yes,Yes,16521.0,14060.0,5135.0,29443.0,6456.0,18375.0,31551.0,West Virginia,Public,29466.0,25796.0,3670.0,22757.0,6709.0,21027.0,1730.0,48.0,46.0,55.0,34.0,53.0,57.0
Wheeling Jesuit University,2013,Doctor's degree -  professional practice,Yes,Yes,Implied no,Yes,1258.0,867.0,238.0,1589.0,27830.0,36070.0,36070.0,West Virginia,Private not-for-profit,1619.0,1087.0,532.0,1180.0,439.0,938.0,242.0,60.0,55.0,71.0,42.0,49.0,54.0
Alverno College,2013,Master's degree,Yes,Yes,Implied no,Implied no,582.0,459.0,208.0,2536.0,23231.0,34889.0,34889.0,Wisconsin,Private not-for-profit,2536.0,1750.0,786.0,1862.0,674.0,1360.0,502.0,97.0,100.0,90.0,11.0,30.0,39.0
Beloit College,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,2253.0,1525.0,300.0,1306.0,41250.0,50406.0,50406.0,Wisconsin,Private not-for-profit,1306.0,1254.0,52.0,1306.0,,1254.0,52.0,59.0,59.0,,70.0,78.0,78.0
Cardinal Stritch University,2013,Doctor's degree - research/scholarship,Yes,Yes,Yes,Implied no,577.0,486.0,202.0,4407.0,25450.0,39369.0,39369.0,Wisconsin,Private not-for-profit,4407.0,3988.0,419.0,2693.0,1714.0,2520.0,173.0,64.0,65.0,63.0,29.0,29.0,55.0
Carroll University,2013,Doctor's degree -  professional practice,Yes,Yes,Implied no,Yes,2868.0,2327.0,700.0,3539.0,27724.0,40168.0,40168.0,Wisconsin,Private not-for-profit,3534.0,2901.0,633.0,3119.0,415.0,2729.0,390.0,66.0,65.0,72.0,42.0,55.0,56.0
Carthage College,2013,Master's degree,Yes,Yes,Implied no,Implied no,7174.0,5035.0,726.0,2988.0,34850.0,48050.0,48050.0,Wisconsin,Private not-for-profit,2988.0,2583.0,405.0,2902.0,86.0,2581.0,321.0,54.0,54.0,64.0,54.0,64.0,65.0
Concordia University-Wisconsin,2013,Doctor's degree -  professional practice,Yes,Yes,Implied no,Yes,2510.0,1755.0,580.0,7953.0,25160.0,38440.0,38440.0,Wisconsin,Private not-for-profit,7943.0,4676.0,3267.0,4363.0,3580.0,3059.0,1304.0,68.0,66.0,70.0,34.0,52.0,56.0
Edgewood College,2013,Doctor's degree - research/scholarship and professional practice,Yes,Yes,Yes,Yes,1297.0,993.0,298.0,2894.0,24666.0,37304.0,37304.0,Wisconsin,Private not-for-profit,2894.0,1796.0,1098.0,1998.0,896.0,1681.0,317.0,70.0,69.0,73.0,32.0,53.0,57.0
Lakeland College,2013,Master's degree,Yes,Yes,Implied no,Implied no,885.0,586.0,218.0,3871.0,22950.0,35460.0,35460.0,Wisconsin,Private not-for-profit,3806.0,1148.0,2658.0,2972.0,834.0,1024.0,1948.0,59.0,56.0,68.0,36.0,48.0,51.0
Lawrence University,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,2710.0,1970.0,395.0,1553.0,41226.0,51897.0,51897.0,Wisconsin,Private not-for-profit,1553.0,1518.0,35.0,1553.0,,1518.0,35.0,56.0,56.0,,69.0,80.0,82.0
Maranatha Baptist University,2013,Master's degree,Yes,Yes,Implied no,Implied no,417.0,298.0,210.0,1013.0,13120.0,24712.0,24712.0,Wisconsin,Private not-for-profit,1035.0,717.0,318.0,946.0,89.0,689.0,257.0,50.0,54.0,11.0,28.0,39.0,46.0
Marian University,2013,Doctor's degree - research/scholarship,Yes,Yes,Yes,Implied no,1021.0,772.0,251.0,2113.0,24650.0,35200.0,35200.0,Wisconsin,Private not-for-profit,2188.0,1384.0,804.0,1688.0,500.0,1339.0,349.0,72.0,71.0,74.0,30.0,46.0,49.0
Marquette University,2013,Doctor's degree - research/scholarship and professional practice,Yes,Yes,Yes,Yes,23432.0,13462.0,1990.0,11782.0,34640.0,48669.0,48669.0,Wisconsin,Private not-for-profit,11782.0,10164.0,1618.0,8365.0,3417.0,8046.0,319.0,52.0,52.0,52.0,57.0,77.0,78.0
Milwaukee School of Engineering,2013,Master's degree,Yes,Yes,Implied no,Implied no,2167.0,1482.0,544.0,2658.0,34470.0,46220.0,46220.0,Wisconsin,Private not-for-profit,2658.0,2341.0,317.0,2459.0,199.0,2284.0,175.0,23.0,23.0,23.0,39.0,53.0,56.0
Mount Mary University,2013,Doctor's degree -  professional practice,Yes,Yes,Implied no,Yes,478.0,258.0,115.0,1475.0,25098.0,37512.0,37512.0,Wisconsin,Private not-for-profit,1481.0,1070.0,411.0,926.0,555.0,685.0,241.0,95.0,98.0,91.0,21.0,35.0,41.0
Northland International University,2013,Doctor's degree - research/scholarship,Yes,Yes,Yes,Implied no,,,,341.0,13380.0,25020.0,25020.0,Wisconsin,Private not-for-profit,327.0,255.0,72.0,261.0,66.0,242.0,19.0,45.0,49.0,32.0,35.0,44.0,50.0
Northland College,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,1058.0,625.0,140.0,553.0,29990.0,40950.0,40950.0,Wisconsin,Private not-for-profit,552.0,538.0,14.0,552.0,,538.0,14.0,52.0,52.0,,52.0,58.0,58.0
Ripon College,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,1320.0,992.0,238.0,904.0,31604.0,42769.0,42769.0,Wisconsin,Private not-for-profit,904.0,888.0,16.0,904.0,,888.0,16.0,53.0,53.0,,60.0,73.0,74.0
Saint Norbert College,2013,Master's degree,Yes,Yes,Implied no,Implied no,2088.0,1711.0,539.0,2219.0,31866.0,42042.0,42042.0,Wisconsin,Private not-for-profit,2222.0,2118.0,104.0,2160.0,62.0,2118.0,42.0,59.0,59.0,63.0,69.0,74.0,74.0
Silver Lake College of the Holy Family,2013,Master's degree,Yes,Yes,Implied no,Implied no,170.0,102.0,40.0,681.0,23180.0,36020.0,36020.0,Wisconsin,Private not-for-profit,679.0,223.0,456.0,501.0,178.0,213.0,288.0,68.0,67.0,72.0,24.0,37.0,37.0
Viterbo University,2013,Doctor's degree - other,Yes,Yes,Implied no,Implied no,1711.0,1208.0,304.0,2762.0,23330.0,34540.0,34540.0,Wisconsin,Private not-for-profit,2762.0,1926.0,836.0,2079.0,683.0,1581.0,498.0,73.0,73.0,71.0,31.0,45.0,47.0
University of Wisconsin-Whitewater,2013,Master's degree,Yes,Yes,Implied no,Implied no,5704.0,4830.0,2168.0,11993.0,7578.0,17078.0,24651.0,Wisconsin,Public,12027.0,10308.0,1719.0,10864.0,1163.0,9889.0,975.0,51.0,51.0,53.0,28.0,49.0,55.0
University of Wisconsin-Eau Claire,2013,Doctor's degree -  professional practice,Yes,Yes,Implied no,Yes,6610.0,5054.0,2073.0,10833.0,8710.0,18505.0,26078.0,Wisconsin,Public,10923.0,9616.0,1307.0,10404.0,519.0,9508.0,896.0,59.0,59.0,60.0,26.0,60.0,67.0
University of Wisconsin-Green Bay,2013,Master's degree,Yes,Yes,Implied no,Implied no,2520.0,2136.0,921.0,6490.0,7676.0,17968.0,25541.0,Wisconsin,Public,6668.0,4388.0,2280.0,6445.0,223.0,4330.0,2115.0,65.0,65.0,64.0,20.0,41.0,46.0
University of Wisconsin-La Crosse,2013,Doctor's degree -  professional practice,Yes,Yes,Implied no,Yes,6982.0,5027.0,1897.0,10379.0,8769.0,17993.0,25566.0,Wisconsin,Public,10520.0,9577.0,943.0,9702.0,818.0,9188.0,514.0,57.0,56.0,67.0,35.0,62.0,67.0
Wisconsin Lutheran College,2013,Master's degree,Yes,Yes,Implied no,Implied no,870.0,553.0,229.0,1178.0,24770.0,36330.0,36330.0,Wisconsin,Private not-for-profit,1178.0,1011.0,167.0,1070.0,108.0,1002.0,68.0,54.0,53.0,56.0,45.0,62.0,64.0
University of Wisconsin-Oshkosh,2013,Doctor's degree -  professional practice,Yes,Yes,Implied no,Yes,5117.0,4162.0,1841.0,13653.0,7401.0,17561.0,25134.0,Wisconsin,Public,13900.0,9375.0,4525.0,12622.0,1278.0,9193.0,3429.0,61.0,60.0,69.0,17.0,45.0,54.0
University of Wisconsin-Parkside,2013,Master's degree,Yes,Yes,Implied no,Implied no,1896.0,1431.0,712.0,4619.0,7316.0,18546.0,26119.0,Wisconsin,Public,4578.0,3365.0,1213.0,4450.0,128.0,3332.0,1118.0,52.0,52.0,42.0,9.0,25.0,31.0
University of Wisconsin-Stout,2013,Master's degree,Yes,Yes,Implied no,Implied no,3150.0,2812.0,1498.0,9226.0,8968.0,18718.0,26464.0,Wisconsin,Public,9313.0,7088.0,2225.0,8208.0,1105.0,6820.0,1388.0,50.0,47.0,70.0,21.0,49.0,54.0
University of Wisconsin-Superior,2013,Master's degree,Yes,Yes,Implied no,Implied no,941.0,840.0,366.0,2680.0,7946.0,18166.0,25739.0,Wisconsin,Public,2661.0,2071.0,590.0,2527.0,134.0,2020.0,507.0,60.0,60.0,74.0,14.0,36.0,41.0
University of Wisconsin-Madison,2013,Doctor's degree - research/scholarship and professional practice,Yes,Yes,Yes,Yes,23324.0,15841.0,6279.0,42854.0,10403.0,23931.0,40181.0,Wisconsin,Public,42677.0,38428.0,4249.0,30728.0,11949.0,28568.0,2160.0,51.0,51.0,50.0,55.0,79.0,83.0
University of Wisconsin-Milwaukee,2013,Doctor's degree - research/scholarship and professional practice,Yes,Yes,Yes,Yes,8944.0,7699.0,3492.0,27811.0,9300.0,22142.0,31871.0,Wisconsin,Public,27416.0,21548.0,5868.0,22648.0,4768.0,18942.0,3706.0,52.0,51.0,59.0,13.0,33.0,41.0
University of Wisconsin-Platteville,2013,Master's degree,Yes,Yes,Implied no,Implied no,3399.0,3279.0,1754.0,8732.0,7484.0,17684.0,25257.0,Wisconsin,Public,8712.0,7136.0,1576.0,7862.0,850.0,7033.0,829.0,36.0,35.0,46.0,19.0,47.0,54.0
University of Wisconsin-River Falls,2013,Master's degree,Yes,Yes,Implied no,Implied no,2602.0,2254.0,1119.0,6125.0,7720.0,17678.0,25251.0,Wisconsin,Public,6160.0,5375.0,785.0,5782.0,378.0,5249.0,533.0,61.0,60.0,69.0,23.0,46.0,51.0
University of Wisconsin-Stevens Point,2013,Doctor's degree -  professional practice,Yes,Yes,Implied no,Yes,4432.0,3672.0,1637.0,9642.0,7577.0,16716.0,24289.0,Wisconsin,Public,9661.0,8770.0,891.0,9313.0,348.0,8650.0,663.0,53.0,52.0,77.0,22.0,52.0,58.0
University of Wyoming,2013,Doctor's degree - research/scholarship and professional practice,Yes,Yes,Yes,Yes,4181.0,4001.0,1584.0,12726.0,4404.0,18145.0,27865.0,Wyoming,Public,12778.0,9743.0,3035.0,10117.0,2661.0,8255.0,1862.0,53.0,53.0,53.0,24.0,48.0,54.0
Stanford University,2013,Doctor's degree - research/scholarship and professional practice,Yes,Yes,Yes,Yes,38828.0,2208.0,1677.0,18217.0,43683.0,60749.0,60749.0,California,Private not-for-profit,18346.0,15585.0,2761.0,7274.0,11072.0,6981.0,293.0,43.0,49.0,40.0,76.0,92.0,96.0
Purdue University-Main Campus,2013,Doctor's degree - research/scholarship and professional practice,Yes,Yes,Yes,Yes,31083.0,18779.0,6422.0,39806.0,9992.0,23242.0,42044.0,Indiana,Public,39794.0,34871.0,4923.0,30446.0,9348.0,28659.0,1787.0,42.0,42.0,41.0,42.0,64.0,70.0
City College-Fort Lauderdale,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,,,,595.0,15840.0,,,Florida,Private not-for-profit,633.0,386.0,247.0,633.0,,386.0,247.0,72.0,72.0,,,,
St John's College,2013,Master's degree,Yes,Yes,Implied no,Implied no,205.0,169.0,84.0,423.0,46286.0,59732.0,59732.0,New Mexico,Private not-for-profit,419.0,404.0,15.0,339.0,80.0,336.0,3.0,45.0,46.0,43.0,45.0,54.0,55.0
Antioch University-Los Angeles,2013,Master's degree,Yes,Yes,Implied no,Implied no,,,,880.0,,,,California,Private not-for-profit,986.0,666.0,320.0,319.0,667.0,67.0,252.0,73.0,71.0,74.0,,,
Antioch University-Santa Barbara,2013,Doctor's degree - other,Yes,Yes,Implied no,Implied no,,,,341.0,,,,California,Private not-for-profit,375.0,265.0,110.0,168.0,207.0,85.0,83.0,72.0,63.0,79.0,,,
Antioch University-New England,2013,Doctor's degree - research/scholarship and professional practice,Implied no,Yes,Yes,Yes,,,,719.0,,,,New Hampshire,Private not-for-profit,725.0,587.0,138.0,,725.0,,,78.0,,78.0,,,
Antioch University-Seattle,2013,Doctor's degree -  professional practice,Yes,Yes,Implied no,Yes,42.0,33.0,30.0,861.0,20595.0,,,Washington,Private not-for-profit,884.0,495.0,389.0,230.0,654.0,80.0,150.0,80.0,73.0,82.0,,,
Antioch University-Midwest,2013,Master's degree,Yes,Yes,Implied no,Implied no,,,,309.0,,,,Ohio,Private not-for-profit,310.0,131.0,179.0,116.0,194.0,39.0,77.0,70.0,71.0,70.0,,,
Mid-America Christian University,2013,Master's degree,Yes,Yes,Implied no,Implied no,,,,2877.0,15688.0,27418.0,27418.0,Oklahoma,Private not-for-profit,2942.0,2235.0,707.0,2407.0,535.0,1923.0,484.0,63.0,62.0,67.0,14.0,28.0,28.0
Brandman University,2013,Doctor's degree -  professional practice,Yes,Yes,Implied no,Yes,34.0,34.0,24.0,7762.0,8800.0,,,California,Private not-for-profit,7746.0,3037.0,4709.0,3885.0,3861.0,1552.0,2333.0,64.0,62.0,66.0,,,
New College of Florida,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,1376.0,834.0,222.0,793.0,6866.0,20067.0,43095.0,Florida,Public,793.0,793.0,,793.0,,793.0,,57.0,57.0,,57.0,64.0,66.0
Mayo Graduate School,2013,Doctor's degree - research/scholarship,Implied no,Yes,Yes,Implied no,,,,341.0,,,,Minnesota,Private not-for-profit,322.0,227.0,95.0,,322.0,,,53.0,,53.0,,,
Pennsylvania College of Technology,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,,,,5678.0,14940.0,30193.0,36433.0,Pennsylvania,Public,5678.0,4774.0,904.0,5678.0,,4774.0,904.0,37.0,37.0,,27.0,41.0,42.0
California State University-San Marcos,2013,Master's degree,Yes,Yes,Implied no,Implied no,10208.0,6381.0,1783.0,11300.0,6649.0,23162.0,34322.0,California,Public,11300.0,9177.0,2123.0,10738.0,562.0,8852.0,1886.0,61.0,60.0,69.0,13.0,37.0,48.0
Hodges University,2013,Master's degree,Yes,Yes,Implied no,Implied no,221.0,183.0,170.0,2075.0,12740.0,,,Florida,Private not-for-profit,2078.0,1323.0,755.0,1877.0,201.0,1303.0,574.0,65.0,64.0,71.0,,4.0,11.0
Remington College-Honolulu Campus,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,63.0,48.0,43.0,498.0,16950.0,,,Hawaii,Private not-for-profit,495.0,495.0,,495.0,,495.0,,76.0,76.0,,64.0,64.0,64.0
University of Washington-Bothell Campus,2013,Master's degree,Yes,Yes,Implied no,Implied no,2459.0,1861.0,573.0,4605.0,11911.0,27658.0,47232.0,Washington,Public,4604.0,3699.0,905.0,4104.0,500.0,3432.0,672.0,51.0,50.0,60.0,43.0,61.0,68.0
University of Washington-Tacoma Campus,2013,Doctor's degree - research/scholarship,Yes,Yes,Yes,Implied no,1198.0,1021.0,410.0,4309.0,11902.0,27649.0,47223.0,Washington,Public,4295.0,3463.0,832.0,3626.0,669.0,3114.0,512.0,56.0,53.0,69.0,30.0,47.0,49.0
Baker College of Port Huron,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,,,,1039.0,8100.0,,,Michigan,Private not-for-profit,1039.0,626.0,413.0,1039.0,,626.0,413.0,74.0,74.0,,,,
Beacon College,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,139.0,90.0,41.0,190.0,31496.0,45968.0,45968.0,Florida,Private not-for-profit,190.0,188.0,2.0,190.0,,188.0,2.0,31.0,31.0,,83.0,83.0,83.0
Everglades University,2013,Master's degree,Yes,Yes,Implied no,Implied no,67.0,61.0,53.0,1289.0,15400.0,,,Florida,Private not-for-profit,1252.0,1203.0,49.0,1184.0,68.0,1184.0,,50.0,51.0,35.0,58.0,61.0,62.0
Soka University of America,2013,Master's degree,Yes,Yes,Implied no,Implied no,422.0,183.0,112.0,412.0,29144.0,43128.0,43128.0,California,Private not-for-profit,412.0,412.0,,412.0,,412.0,,64.0,64.0,,78.0,84.0,84.0
Baker College of Auburn Hills,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,,,,3105.0,8100.0,,,Michigan,Private not-for-profit,3105.0,1314.0,1791.0,3082.0,23.0,1310.0,1772.0,72.0,72.0,57.0,,8.0,8.0
Baker College of Clinton Township,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,,,,4408.0,8100.0,,,Michigan,Private not-for-profit,4383.0,2256.0,2127.0,4358.0,25.0,2253.0,2105.0,69.0,69.0,72.0,,5.0,14.0
Baker College of Cadillac,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,,,,2275.0,8100.0,20100.0,20100.0,Michigan,Private not-for-profit,1549.0,903.0,646.0,1545.0,4.0,903.0,642.0,68.0,67.0,100.0,,,
City College-Gainesville,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,,,,444.0,15840.0,,,Florida,Private not-for-profit,444.0,341.0,103.0,444.0,,341.0,103.0,76.0,76.0,,,,
California State University-Monterey Bay,2013,Master's degree,Yes,Yes,Implied no,Implied no,12562.0,5577.0,902.0,5732.0,5963.0,19210.0,30370.0,California,Public,5732.0,5205.0,527.0,5306.0,426.0,4954.0,352.0,62.0,62.0,71.0,12.0,32.0,38.0
Baker College of Jackson,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,,,,2275.0,8100.0,,,Michigan,Private not-for-profit,2257.0,1077.0,1180.0,2239.0,18.0,1070.0,1169.0,74.0,74.0,72.0,5.0,11.0,11.0
Baker College Center for Graduate Studies,2013,Doctor's degree - research/scholarship,Yes,Yes,Yes,Implied no,,,,5271.0,10800.0,,,Michigan,Private not-for-profit,5270.0,1619.0,3651.0,4513.0,757.0,1283.0,3230.0,66.0,65.0,66.0,,,
Johnson & Wales University-North Miami,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,5029.0,3267.0,499.0,1952.0,27456.0,41461.0,41461.0,Florida,Private not-for-profit,1952.0,1900.0,52.0,1952.0,,1900.0,52.0,62.0,62.0,,31.0,41.0,43.0
Trine University-Regional/Non-Traditional Campuses,2013,Master's degree,Yes,Yes,Implied no,Implied no,33.0,10.0,7.0,541.0,9840.0,,,Indiana,Private not-for-profit,541.0,353.0,188.0,438.0,103.0,297.0,141.0,71.0,69.0,77.0,,,
Ottawa University-Milwaukee,2013,Master's degree,Yes,Yes,Implied no,Implied no,,,,338.0,,,,Wisconsin,Private not-for-profit,341.0,3.0,338.0,289.0,52.0,3.0,286.0,75.0,76.0,69.0,,,
Western Governors University,2013,Master's degree,Yes,Yes,Implied no,Implied no,,,,45705.0,6070.0,,,Utah,Private not-for-profit,46733.0,46733.0,,35493.0,11240.0,35493.0,,59.0,59.0,62.0,21.0,24.0,24.0
Florida Gulf Coast University,2013,Doctor's degree - research/scholarship and professional practice,Yes,Yes,Yes,Yes,10804.0,7108.0,2761.0,14098.0,6118.0,19102.0,38424.0,Florida,Public,14077.0,10539.0,3538.0,12907.0,1170.0,10151.0,2756.0,57.0,56.0,68.0,22.0,38.0,44.0
Michigan Jewish Institute,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,1683.0,1651.0,854.0,1820.0,10700.0,,,Michigan,Private not-for-profit,1662.0,1262.0,400.0,1662.0,,1262.0,400.0,55.0,55.0,,13.0,13.0,13.0
City College-Miami,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,,,,282.0,15840.0,,,Florida,Private not-for-profit,283.0,207.0,76.0,283.0,,207.0,76.0,64.0,64.0,,,,
Stevens-Henager College-Murray,2013,Master's degree,Yes,Yes,Implied no,Implied no,,,,2235.0,21600.0,,,Utah,Private not-for-profit,2541.0,2541.0,,2382.0,159.0,2382.0,,61.0,61.0,57.0,63.0,63.0,63.0
Johnson & Wales University-Denver,2013,Master's degree,Yes,Yes,Implied no,Implied no,1998.0,1568.0,333.0,1519.0,27456.0,41461.0,41461.0,Colorado,Private not-for-profit,1529.0,1393.0,136.0,1506.0,23.0,1373.0,133.0,59.0,59.0,83.0,48.0,51.0,52.0
Marlboro College-Graduate School,2013,Master's degree,Yes,Yes,Implied no,Implied no,,,,118.0,,,,Vermont,Private not-for-profit,114.0,26.0,88.0,14.0,100.0,1.0,13.0,67.0,57.0,68.0,,,
San Diego State University-Imperial Valley Campus,2013,Master's degree,Yes,Yes,Implied no,Implied no,201.0,122.0,101.0,883.0,5706.0,,,California,Public,883.0,517.0,366.0,740.0,143.0,410.0,330.0,71.0,70.0,78.0,33.0,59.0,66.0
Nevada State College,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,1344.0,677.0,322.0,3377.0,4482.0,,,Nevada,Public,3377.0,1199.0,2178.0,3377.0,,1199.0,2178.0,76.0,76.0,,3.0,10.0,14.0
California State University-Channel Islands,2013,Master's degree,Yes,Yes,Implied no,Implied no,6960.0,4484.0,756.0,5177.0,6471.0,25007.0,36167.0,California,Public,5140.0,4401.0,739.0,4963.0,177.0,4281.0,682.0,65.0,64.0,71.0,21.0,46.0,52.0
Baker College of Allen Park,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,,,,3784.0,8100.0,,,Michigan,Private not-for-profit,3800.0,2035.0,1765.0,3795.0,5.0,2035.0,1760.0,75.0,75.0,80.0,,,
Flagler College-Tallahassee,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,,,,471.0,,,,Florida,Private not-for-profit,478.0,439.0,39.0,478.0,,439.0,39.0,68.0,68.0,,,,
Central Methodist University-College of Graduate and Extended Studies,2013,Master's degree,Yes,Yes,Implied no,Implied no,,,,4597.0,,,,Missouri,Private not-for-profit,4555.0,1445.0,3110.0,4330.0,225.0,1246.0,3084.0,66.0,65.0,78.0,,,
Johnson & Wales University-Charlotte,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,4543.0,2708.0,613.0,2325.0,27456.0,41663.0,41663.0,North Carolina,Private not-for-profit,2325.0,2286.0,39.0,2325.0,,2286.0,39.0,63.0,63.0,,41.0,47.0,48.0
Ave Maria University,2013,Doctor's degree - other,Yes,Yes,Implied no,Implied no,1611.0,960.0,254.0,1003.0,23000.0,36860.0,36860.0,Florida,Private not-for-profit,988.0,965.0,23.0,906.0,82.0,890.0,16.0,49.0,48.0,52.0,55.0,58.0,58.0
